Model Names,num_units,dropout,optimizer,learning_rate,IMAGE_SIZE,BATCH_SIZE,DATASET_SIZE,MAX_EPOCHS,K_FOLDS,Accuracy,K_accuracy,Precision,Recall,f1 Score,True Negatives, False Positives,False Negatives,True Positives,Training Time
"['/content/drive/MyDrive/UoL Computer Science/Level 3/Project/The definitive notebook/trained classifiers/Xception-Binary-Fold-0-20220329-133947.h5', '/content/drive/MyDrive/UoL Computer Science/Level 3/Project/The definitive notebook/trained classifiers/Xception-Binary-Fold-1-20220329-135420.h5', '/content/drive/MyDrive/UoL Computer Science/Level 3/Project/The definitive notebook/trained classifiers/Xception-Binary-Fold-2-20220329-141340.h5', '/content/drive/MyDrive/UoL Computer Science/Level 3/Project/The definitive notebook/trained classifiers/Xception-Binary-Fold-3-20220329-142410.h5', '/content/drive/MyDrive/UoL Computer Science/Level 3/Project/The definitive notebook/trained classifiers/Xception-Binary-Fold-4-20220329-143634.h5']",128,0.1,adam,0.001,224,32,1500,20,5,0.9395,0.9395000219345093,0.9836723174529772,0.895,0.9330728361565388,196,3,21,179,1131.8100454914
"['/content/drive/MyDrive/UoL Computer Science/Level 3/Project/The definitive notebook/trained classifiers/Xception-Binary-Fold-0-20220329-145337.h5', '/content/drive/MyDrive/UoL Computer Science/Level 3/Project/The definitive notebook/trained classifiers/Xception-Binary-Fold-1-20220329-150736.h5', '/content/drive/MyDrive/UoL Computer Science/Level 3/Project/The definitive notebook/trained classifiers/Xception-Binary-Fold-2-20220329-152617.h5', '/content/drive/MyDrive/UoL Computer Science/Level 3/Project/The definitive notebook/trained classifiers/Xception-Binary-Fold-3-20220329-154113.h5', '/content/drive/MyDrive/UoL Computer Science/Level 3/Project/The definitive notebook/trained classifiers/Xception-Binary-Fold-4-20220329-155519.h5']",128,0.1,sgd,0.001,224,32,1500,20,5,0.867,0.8669999957084655,0.931566726880476,0.792,0.8555018951297296,188,11,41,158,1199.6654615116004
